firstSentence,id,date,fullBody,title
"Norbert V. Osterland, the former president of Sperry & Hutchinson, the company that distributed S&H green stamps, died on Jan. 20 at his home in Souderton, Pa.",10663,2001-02-07 00:00:00,"Norbert V. Osterland, the former president of Sperry & Hutchinson, the company that distributed S&H green stamps, died on Jan. 20 at his home in Souderton, Pa. He was 81.

 The cause was a stroke, his daughter, Jill Prescott, said.

 Mr. Osterland was named vice president for operations at S&H in 1961 and president in 1974. The green stamps, which consumers collected to trade for goods like blenders or toasters and which supermarkets and gas stations used to build brand loyalty, reached their peak of popularity in the 1960's, when the company had more than 800 redemption centers. He retired in 1977.

 Mr. Osterland attended Lafayette College in Easton, Pa., and served in the Army infantry during World War II.

 He worked in the retail and mail-order industries before joining S & H in 1952.

 In addition to his daughter, who lives in Zionsville, Pa., Mr. Osterland is survived by a son, Thomas N. Osterland of Norwell, Mass.; two brothers, Roland P. Osterland of Laconia, N.H., and Edmund Osterland of La Jolla, Calif.; four grandchildren; and three great-grandchildren.","The New York Times                             February 7, 2001 Wednesday                               Correction Appended                               Late Edition - Final  Norbert V. Osterland -- Former Green Stamps Executive, 81"
"F. Kenneth Iverson, the former chief executive of the Nucor Corporation, who revolutionized the steel industry and turned his steel mini-mill into the nation's largest steel producer, died on Sunday in Charlotte, N.C..",56516,2002-04-17 00:00:00,"F. Kenneth Iverson, the former chief executive of the Nucor Corporation, who revolutionized the steel industry and turned his steel mini-mill into the nation's largest steel producer, died on Sunday in Charlotte, N.C.. He was 76.

 Daniel R. DiMicco, Nucor's chief executive, declined to disclose a specific cause but said Mr. Iverson had been in failing health.

 In an industry awash with bankruptcies, outmoded technologies and a history of labor turmoil, Mr. Iverson outdid the competition by recycling steel scrap into products through the smaller, cheaper and more cost-efficient mini-mills. Once on the fringes of a steel industry dominated by expensive blast-furnace technology, Mr. Iverson bucked industry trends and turned his company into a survivor while others fell by the wayside.

 Today, mini-mills produce more than half the steel made in the United States, with Nucor being the largest and most profitable. Nucor also stood apart from the steel industry under Mr. Iverson, who kept his labor force largely nonunion and who did not participate in the perennial industry cries for protection from foreign competition.

 Born in Downers Grove, Ill., a rural town west of Chicago, Mr. Iverson attended Northwestern University from 1943 to 1944 but left to serve in the Navy in World War II, reaching the rank of lieutenant. In 1946, he finished his studies at Cornell, where he earned a degree in aeronautical engineering. That was followed, in 1947, by a master's degree in mechanical engineering from Purdue.

 After several engineering jobs, Mr. Iverson joined the Nuclear Corporation of America's Vulcraft unit, which was based in Phoenix and made steel products. In three years, he made his steel division a success while the rest of the company headed for bankruptcy. In 1965, he was named president of Nuclear. In short order, Mr. Iverson shed the company's money-losing businesses, moved operations to Charlotte and focused exclusively on making steel using new mini-mill technology.

 In 1972, the company changed its name to Nucor and set out on a path that turned Mr. Iverson into an innovator, not only in making steel but also in corporate management. His philosophy was one that stressed having a small corporate staff -- Nucor has only about 50 headquarters employees, one of the smallest for a Fortune 500 company.

 He tied employee pay to corporate performance, put his plants in rural areas where labor costs were low and eschewed corporate perquisites like executive dining rooms, parking spaces and company cars.

 A popular speaker on the corporate lecture circuit, Mr. Iverson distilled his business philosophy into a book, ""Plain Talk: Lessons From a Business Maverick."" One of his often-quoted maxims was that mistakes were as much part of his job as successes. ""My goal is to make the right decision 60 percent of the time,"" he said.

 At the beginning, mini-mills were little threat to big steel, which turned iron ore into steel. But by continually improving the technology of recycling, Nucor was able to turn scrap into an increasingly sophisticated product line and is now one of the biggest makers of steel for construction projects. While anti-Japanese sentiment was running high in the American steel industry in the mid-1980's, Nucor formed a joint venture with a Japanese steel maker that now dominates the market for construction beams.

 Mr. Iverson stepped down as Nucor's chief executive in 1996 and retired as Nucor chairman in 1998.

 He is survived by his wife of 56 years, Martha; a daughter, Claudia Sturges; and a son, Marc Miller, both of Charlotte.","The New York Times                              April 17, 2002 Wednesday                               Late Edition - Final  F. Kenneth Iverson, 76, Dies; Reshaped the Steel Industry"
"Guido di Tella, the Argentine foreign minister who helped mend relations with Britain after the Falkland war in 1982, died on Monday.",56101,2002-01-05 00:00:00,"Guido di Tella, the Argentine foreign minister who helped mend relations with Britain after the Falkland war in 1982, died on Monday. He was 70.

 Family members said Mr. di Tella, a former ambassador to the United States, had suffered a stroke at his country home and died at a Buenos Aires hospital.

 He was foreign minister under President Carlos Saul Menem in the 1990's, when Argentina and Britain reconciled after the war over the Falkland Islands, a British possession off the Argentine coast.

 His diplomacy was credited with bringing about Mr. Menem's emotional 1998 visit to Britain, the first by an Argentine leader after the war.

 The 75-day Falkland war ended when the British drove Argentine forces off the wind-swept archipelago in a decisive victory.

 Under Mr. Menem, Mr. di Tella also built warm relations with the United States.

 Mr. di Tella studied industrial engineering and received a doctorate in economics from the Massachusetts Institute of Technology. In the 1970's he began an association with the dominant Peronist party and rose steadily through the ranks.

 Mr. di Tella was married and had five children.","The New York Times                              January 5, 2002 Saturday                               Late Edition - Final  Guido di Tella, 70, Argentine Ex-Minister"
"Winton M. Blount, the last postmaster general to serve in a president's cabinet and the first chairman of the Postal Service, which he helped create, died on Thursday at his second home in Highlands, N.C.",37091,2002-10-26 00:00:00,"Winton M. Blount, the last postmaster general to serve in a president's cabinet and the first chairman of the Postal Service, which he helped create, died on Thursday at his second home in Highlands, N.C. He was 81.

 The cause was a long illness, said Joe McInnes, the executive director of the Blount Foundation, Mr. Blount's philanthropy.

 As President Richard M. Nixon's postmaster general, Mr. Blount (pronounced blunt) was the architect of a sweeping reorganization of the Post Office Department, calling for removal of the postmaster general from the cabinet and the creation of a self-supporting postal corporation owned by the federal government.

 He was also an active philanthropist and art collector who played an important role in Alabama Republican politics for about 50 years.

 A successful construction executive, Mr. Blount was serving as president of the United States Chamber of Commerce in 1969, when Mr. Nixon asked him to join the cabinet. He was given the task of modernizing the postal service and making it more efficient.

 In May 1969, Mr. Blount offered four basic reforms: adequate financial authority; removal of the system from politics, assuring continuity of management; collective bargaining between postal management and employees; and the power to set postal rates after hearings before an impartial panel.

 The ideas became the main elements of the nation's most comprehensive postal legislation, which Mr. Nixon signed into law on Aug. 12, 1970. The new Postal Service, an independent institution in the executive branch, began operating on July 1, 1971, with Mr. Blount as chairman of its board.

 Mr. Blount called the reorganization a triumph of persistence and determination. In his 1996 autobiography, ""Doing It My Way,"" he wrote: ""Congress isn't used to dealing with someone who never gives up. When they knock someone down, he usually goes away. I didn't.""

 But a few months after the reorganization, he resigned and returned to Alabama to run for the Senate, a campaign in which George W. Bush worked as an aide. Mr. Blount was defeated by the incumbent, John J. Sparkman, a veteran Democrat.

 Mr. Blount's family said he became active in Republican politics in 1952, when he supported Gen. Dwight D. Eisenhower's bid for president. He worked on Mr. Nixon's campaign for president in 1960.

 Mr. Blount once said he had politics ""in my blood."" A wall in his home was lined with photographs of him with several presidents, including Lyndon B. Johnson, Ronald Reagan, Bill Clinton, Gerald R. Ford and the first President Bush.

 In June 1963, when Gov. George Wallace tried to block the enrollment of two black students, Vivian Malone and James Hood, by standing in a doorway of the University of Alabama, Mr. Blount, a longtime trustee at the university, said he called Robert F. Kennedy, the attorney general, at his home to try to find a peaceful resolution to the crisis.

 Mr. Blount, in his autobiography, said Mr. Kennedy proposed letting the governor read his speech, in which he contended the federal government had overstepped its powers, if Mr. Wallace would then step aside. Mr. Wallace's staged anti-integration protest played out before millions of Americans on televisions across the country.

 Born in Union Springs, Ala., on Feb. 1, 1921, Winton Malcolm Blount Jr. attended the Staunton Military Academy in Staunton, Va., and the University of Alabama.

 He served from 1942 to 1945 in the Army Air Forces as a B-29 pilot, ending his service as a first lieutenant.

 After World War II, Mr. Blount and his brother, Houston, formed Blount Brothers Construction with four war-surplus tractors they bought for $28,000. The company, which grew throughout the 1970's and 1980's, eventually becoming Blount International Inc., built a launching complex at Cape Canaveral, the Superdome in New Orleans and the $2-billion King Saud University in Saudi Arabia.

 Mr. Blount is survived by his wife, Carolyn; a daughter, Kay B. Miles of Birmingham, Ala.; four sons, Winton III, of Montgomery, Ala., Thomas, of Los Angeles, Samuel, of Birmingham, and Joseph, of Southampton, N.Y.; and two stepchildren, Dr. Robert E. Varner Jr. of Birmingham and Carolyn Stuart Varner King of Lillian, Ala. He is also survived by his brother, 14 grandchildren and 9 great-grandchildren.

 Mr. Blount's first marriage, to Mary K. Archibald, ended in divorce in 1981.

 In 1988, Mr. Blount donated 42 paintings, valued at about $15 million, to the Montgomery Museum of Fine Arts. Through his foundation, he also spent $22 million to build a theater for the Alabama Shakespeare Festival on 250 acres next to his home in Montgomery, and $20 million on the Blount Cultural Park there.

 Mr. Blount also contributed $10 million to the Smithsonian National Postal Museum here, $5 million to Rhodes College in Memphis, $5 million to Huntingdon College in Montgomery and more than $8 million to the University of Alabama.","The New York Times                             October 26, 2002 Saturday                               Late Edition - Final  Winton Blount, 81, a Founder Of the New Postal Service"
"Murray Baron, a labor lawyer and consultant and former Liberal Party leader who became the president of the conservative journalism criticism group Accuracy in Media, died on Monday in Greenwich, Conn.",36965,2002-09-26 00:00:00,"Murray Baron, a labor lawyer and consultant and former Liberal Party leader who became the president of the conservative journalism criticism group Accuracy in Media, died on Monday in Greenwich, Conn. He was 94.

 In a long career in labor in which his personal politics gradually veered to the right, he struggled to keep unions honest and free of undue influence from either communism or criminals. He worked closely with Robert F. Kennedy in his investigation of James Hoffa, the Teamsters leader, said Mr. Baron's wife, Claire.

 His labor interests led him into politics. He joined the Socialist Party, in part because of its opposition to communism, and later became a founder of the New York Liberal Party, whose Senate nomination he once sought.

 Murray Baron was born in Brooklyn on June 28, 1908. His parents, Eastern European socialists, lived in France and left for New York from England. His father was a cigar maker and his mother a union organizer. He graduated from Columbia University and Brooklyn Law School and began working for unions, particularly the International Ladies Garment Workers Union and the International Pocketbook and Luggage Workers Union.

 He joined the wage and hours division of the Labor Department. In the late 30's, he won what was then a large back-pay settlement for 10,000 knitted-goods workers, a quarter of a million dollars.

 He joined the Socialist Party, then headed by Norman Thomas, and worked as a party organizer in the South. He met Claire Librescot, his wife of 68 years, in the party. He is also survived by their daughter, Lynn Baron Henson of Philadelphia.

 In 1936, he ran as a socialist for president of the New York City Board of Aldermen, but lost.

 In his political thinking, however, Mr. Baron gradually became one of what he called ""one of the most ignored groups in the country -- anti-Communist liberals."" He was a founder of the Liberal Party in New York State in 1944 and was one of the first members of Americans for Democratic Action, founded in 1947.

 He was the Manhattan Liberal Party leader, and in 1968 challenged Senator Jacob K. Javits for the Liberal Party's nomination to the United States Senate. His argument was that Mr. Javits, while a good man, was also still a Republican allied with Richard M. Nixon and other Republican leaders.

 Mr. Baron lost by more than 2 to 1, an outcome his wife said he not only expected but welcomed. ""He said, 'I couldn't do it if I wasn't positive I was going to lose,' "" she said.

 Reed Irvine, chairman of Accuracy in Media, said that Mr. Baron joined the group in 1972, three years after its founding. He became president in 1976.

 As president of Accuracy in Media, Mr. Baron joined Mr. Irvine in constant and vocal criticism of what they saw as a leftist political tilt in newspapers and television. Their weapons were speeches, letters, meetings with executives and attendance at publishing companies' annual meetings by virtue of having bought some of their stock. One frequent target of Mr. Baron's criticism was The New York Times, the paper he said he had read and often memorized since childhood.

 In a notable encounter in 1992, at the CBS shareholders' meeting, Mr. Baron took on Dan Rather, the anchor of ""The CBS Evening News,"" for criticizing greed. He suggested Mr. Rather's next contract negotiations be taped and shown in prime time so that viewers could see ""how greed manifests itself even in the networks.""","The New York Times                            September 26, 2002 Thursday                               Late Edition - Final  Murray Baron, 94, Labor Lawyer And Head of Accuracy in Media"
"Geraldine of Albania, who as the wife of King Zog was for one year her adopted country's first and only queen and the only member of European royalty with American blood, died on Tuesday in Tirana, Albania's capital.",37092,2002-10-27 00:00:00,"Geraldine of Albania, who as the wife of King Zog was for one year her adopted country's first and only queen and the only member of European royalty with American blood, died on Tuesday in Tirana, Albania's capital. She was 87.

 Her story reads as if it were a Hollywood fantasy. Though she was a countess, her family's fortunes had plunged so far that at 20 she was selling postcards in the Budapest National Museum. Then King Zog, who had been desperately seeking a bride, saw her picture. They met on New Year's Day 1938, and 10 days later were engaged.

 The wedding was triumphant. Her veil trailed from a high diadem of orange blossoms and her white satin gown was embroidered with pearls. Fifty thousand children in native costumes applauded, and enemy clans shared wine. The wedding gifts included a Mercedes from Hitler.

 The plot turned. Just a year later, Italy invaded Albania, and Geraldine, still bleeding after giving birth, fled with her infant son in an ambulance over tortuous mountain roads to Greece. The king and 115 members of his court, carrying 10 heavy cases of valuables, followed.

 Geraldine's dreams of founding a dynasty were dead. The tall, graceful queen turned down an offer to be in movies. The couple began the long country-to-country odyssey -- this month a chateau at Versailles, next month a palace in Egypt -- so drearily familiar to banished royalty.

 At the time of his escape, King Zog was believed to have made his situation easier by adding Albania's gold reserve to his large personal fortune, previously deposited in Swiss and English banks. His last act before fleeing was to broadcast an appeal to his people ""to fight to the last drop of blood for Albanian independence.""

 Geraldine Apponyi was born a countess in Budapest on Aug. 6, 1915. Her father was the Hungarian nobleman Count Gyula Apponyi de Nagy-Appony and her mother was the former Gladys Virginia Stewart, a member of an old Virginia family. Geraldine's grandfather had been a high official of the Hapsburg Court.

 But Central European royalty had lost thrones, money and prestige after World War I. Geraldine's father died in 1924, and her mother remarried a French officer. The family insisted that Geraldine and her two sisters be educated in Hungary.

 Circumstances dictated that the young women learn shorthand and typing, but they still went to balls. When she was 17, Geraldine's photograph was taken several times at a ball given by Hungarian monarchists. One of those pictures would change her life.

 Meanwhile, King Zog, who had advanced from tribal chief to prime minister to president to Albania's first monarch and who was sometimes called the Balkan Napoleon, was miserable. He barely escaped assassination in 1931 as he left the Vienna Opera House, and his mother kept watch over the royal kitchen to make sure his food was not poisoned.

 It said he offered a ""handsome fee"" to a marriage broker to find him an attractive bride with an income of $1 million a year. Then he saw the photo. The Muslim king fell in love with a penniless Roman Catholic.

 He invited her to Albania, and she arrived after Christmas in 1937. She was made a princess after accepting his New Year's Day proposal.

 Geraldine charmed the Albanians. When the country's vice president gave her a velvet pocketbook containing the equivalent of $500,000, she directed that it be given to the National Albanian Charities, The New York American reported.

 Geraldine remained a Catholic and was wed in a civil ceremony on April 27, 1938. The circumstances of the wedding hinted at the scheming politics that would abruptly end Geraldine's fairy tale in a year's time. The New York Herald Tribune observed that Geraldine, then 22, ""seems to be marrying the Rome-Berlin axis as well as her king."" It added that she was ""certainly marrying Mussolini's foreign policy.""

 But in April 1939, Italian troops invaded and the king and queen fled. Count Galeazzo Ciano, the Italian foreign minister, who had been King Zog's best man, arrived in a bomber. The immediate pretext for the invasion was the Italian accusation that the king was misusing Italian money, but many suggested that Mussolini was jealous of Hitler's conquests and that Albania was nearby.

 The crown passed to King Victor Emmanuel II of Italy, and the couple's wandering began. They passed through Greece, Turkey, Romania, Poland, the Baltic states, Sweden, Belgium and France before landing at the Ritz Hotel in London. Then they moved to Egypt, where King Farouk welcomed exiled royalty.

 When Farouk was overthrown in 1952, they moved to Paris, where King Zog, who had survived numerous assassination attempts, died in 1961. Geraldine then lived in Spain and South Africa before returning to Albania at the invitation of Parliament four months ago.

 She is survived by her son, Leka, who returned to try to take the Albanian throne in 1997, but was rejected 2 to 1 in a referendum.","The New York Times                              October 27, 2002 Sunday                               Late Edition - Final  Geraldine of Albania, 87, Queen With U.S. Ties, Is Dead"
"Roy A. Anderson, who as chairman and chief executive of the Lockheed Corporation steadied and rebuilt the floundering company in the late 1970's and early 1980's, died on Saturday at his home in California.",42813,2003-10-23 00:00:00,"Roy A. Anderson, who as chairman and chief executive of the Lockheed Corporation steadied and rebuilt the floundering company in the late 1970's and early 1980's, died on Saturday at his home in California. He was 82.

 Mr. Anderson had been in failing health for several years, said Barbara Reinike, the director for community relations at Lockheed Martin, the successor to Lockheed.

 Mr. Anderson began his career as an accountant at Lockheed and was named chairman and chief executive in 1977, when the company was mired in political and financial scandals that threatened its future. The company had already been forced to negotiate a federal loan guarantee, something with little precedent at the time. A company poll showed that the public associated it more with financial mismanagement than with any of the airplanes or military hardware that rolled off its assembly lines.

 But by the time Mr. Anderson retired as chief executive in 1985, Lockheed was reporting steady profit growth and had resumed paying dividends after a 15-year hiatus. The federal loan guarantee had been retired because Lockheed could obtain credit without the government's help. At the last annual meeting over which he presided, Mr. Anderson was able to describe winning more than $500 million in contracts for the federal government's Strategic Defense Initiative program, known as Star Wars, and was to predict that more than twice that amount was in the offing.

 He continued as a director until 1990 and was named chairman emeritus in 1987.

 Mr. Anderson became chief executive after several years of turbulence at Lockheed, much of it caused by reports that its senior executives had bribed government officials in at least 15 foreign countries. In Japan, the accusations of bribery eventually led to the ouster of the prime minister, Kakuei Tanaka.

 Lockheed had also earned a reputation for overrunning, by millions of dollars, the cost of building the C-5A cargo plane. In addition, its attempt to enter the commercial aircraft business, with the three-engine L1011 Tristar jet, foundered after Rolls Royce, the manufacturer of the jet engines, went bankrupt.

 As chief executive, Mr. Anderson eventually halted production of the jet, a crucial decision that took Lockheed out of the commercial aircraft business. Focusing on military hardware proved prescient after Ronald Reagan was elected president in 1980 and began a military buildup. Lockheed soon regained stature as a top Pentagon contractor, winning contracts for satellites, nuclear missiles, cargo jets, space shuttle maintenance and work on the stealth aircraft.

 After he retired, Mr. Anderson remained active in civic groups and causes, including the Los Angeles Music Center, the Salvation Army and various initiatives to strengthen police, schools and other public services in Los Angeles. When the Los Angeles-area United Way became embroiled in a financial scandal in 1986, he took over as its unpaid acting president and called for a more active board and greater diligence by the outside auditors.

 Mr. Anderson was also a trustee of Stanford University and Occidental College. With his wife, who survives, he established the Roy and Betty Anderson professorship in economics at Stanford. In 1994, he became chairman of the Weingart Foundation.

 Mr. Anderson was born in 1920 in Ripon, Calif., and served in the Navy during World War II and the Korean War. He studied accounting and economics at Stanford and earned a master's degree in business administration. He joined Lockheed in 1956 and became chief financial officer in 1971.

 In addition to his wife, who lives in La Canada, Calif., he is survived by two sons, Ross and Jim; two daughters, Karyn Anderson and Debra White; two brothers, Eugene and Howard; two sisters, Elizabeth and Eleanor; and five grandchildren.","The New York Times                             October 23, 2003 Thursday                               Late Edition - Final  Roy A. Anderson, 82, Chief Who Revived Lockheed Profit"
"David Bar-Illan, a concert pianist, editor and media critic who served as chief spokesman for the Israeli government under Prime Minister Benjamin Netanyahu, died yesterday in Jerusalem.",42868,2003-11-05 00:00:00,"David Bar-Illan, a concert pianist, editor and media critic who served as chief spokesman for the Israeli government under Prime Minister Benjamin Netanyahu, died yesterday in Jerusalem. He was 73.

 Mr. Bar-Illan died from complications of a heart attack he suffered in February 2000, according to The Jerusalem Post, the newspaper he led as executive editor from 1992 to 1996.

 A native of Haifa, Israel, who spent many years as a young man in the United States, Mr. Bar-Illan won international acclaim as a concert pianist. After graduating from the Juilliard School of Music in 1950, he was a soloist with orchestras in Europe, the United States, Latin America and elsewhere.

 He was perhaps most admired for his performances of work by Liszt. In a review of one recording of work by Liszt and Weber, Bernard Holland wrote in The New York Times in 1982 that Mr. Bar-Illan was ""fleet, powerful and above all, energetic in all this music.""

 But Mr. Bar-Illan's interests extended beyond music to embrace passionate views on politics, which frequency allied him with the Israeli right wing. In one example of his advocacy, he warned of the risks of direct negotiations with the Palestine Liberation Organization, in a 1989 Op-Ed article in The Times.

 ""When used as a ruse, talks, like the Washington negotiations with the Japanese in December 1941, can lead to a Pearl Harbor,"" he wrote.

 Mr. Bar-Illan became editorial page editor of The Jerusalem Post in 1990, and was appointed editor in chief in 1992. He became widely known for his weekly column ""Eye on the Media,"" in which he was a harsh critic of United States news outlets' coverage of Israel and the Middle East.

 He was then selected to serve as Mr. Netanyahu's chief spokesman, and in that role emerged as a tough and sometimes acerbic advocate of Israeli policies.

 ""David Bar-Illan was an Israeli Zionist patriot in his whole being,"" Mr. Netanyahu said last night in a statement to The Jerusalem Post. ""He was an outstanding artist who sacrificed years of wonderful musical creativity to engage in journalistic and public activity to help his land and his people.""

 ""He was a Renaissance man with an international education and an amazing writer whose power was in his deep faith in the righteousness of our people.""

 Mr. Bar-Illan's role as spokesman for Mr. Netanyahu was not without controversy. In one embarrassing episode, widely reported in the United States and Israel, Mr. Bar-Illan was quoted in a 1998 article in The New Yorker making unflattering comments about his boss's wife, Sara Netanyahu.

 He was quoted as describing her as ""not the most stable woman in the world."" In the article, he was also quoted as commenting on infidelities by Mr. Netanyahu.

 ""One thing is to have an affair with a shiksa,"" a derogatory Yiddish term for a non-Jewish woman, ""but a married woman!"" the article quoted Mr. Bar-Illan as saying. He later said he had been misquoted, while The New Yorker said its quotes were accurate.

 Mr. Bar-Illan is survived by his wife, Beverly; three children, Kim, Daniela and Jeremy; and two stepsons, Anthony and Brian.","The New York Times                             November 5, 2003 Wednesday                               Late Edition - Final  David Bar-Illan, Ex-Israeli Aide, Dies at 73"
"Ralph Francis Salerno, a highly decorated New York City policeman and an authority on organized crime, died last Wednesday in Scranton, Pa. A former resident of Woodside, Queens, he was 78 and had lived in Lake Ariel, Pa., since 1988.",42806,2003-10-21 00:00:00,"Ralph Francis Salerno, a highly decorated New York City policeman and an authority on organized crime, died last Wednesday in Scranton, Pa. A former resident of Woodside, Queens, he was 78 and had lived in Lake Ariel, Pa., since 1988.

 The cause was congestive heart failure, his family said.

 When Detective Sgt. Ralph Salerno retired from the Police Department in 1967, he took with him the reputation of knowing more about the Mafia in America than anybody not sworn into it, according to news accounts at the time. He spent more than 20 years in the department's intelligence branch and left as supervisor of detectives in the central investigations division.

 He was regularly summoned to testify as an expert witness on loan-sharking and sundry other criminal activities before both houses of Congress and in the federal and state courts.

 After his first retirement, he formally became a consultant to the Department of Justice in Washington and to the National Council on Crime and Delinquency.

 In 1970, Mayor John V. Lindsay and the city's Off-Track Betting Corporation picked him as special adviser to the corporation amid signs that criminal elements were trying to infiltrate or wreck legalized betting. Three years later, Mr. Salerno joined the Queens district attorney's office upon the election of Nicholas Ferraro, who chose him as his chief rackets investigator.

 Over the years, Mr. Salerno sat on presidential commissions, spoke frequently at public forums and lectured at universities across the United States and Canada. He contributed articles to magazines and wrote a book, ""The Crime Confederation"" (Doubleday, 1969).

 He retired from public service in 1975, after which he worked as a consultant in the private sector.

 Ralph Salerno was born in the Bronx to immigrants from the Naples area of Italy, the youngest of 11 children. He told of the family's flight from the Italian ghetto of East Harlem, on 109th Street, where gangsters had exacted tribute from storekeepers and enforced omerta -- the code of silence -- on residents.

 ""The story I remember best,"" he said of that era, ""is how two thugs came from the fire escape one evening as the family sat at dinner. They were fleeing from the police on the roof. The intruders whistled for silence. Then one looked into the hallway, which was clear, and the pair of them went out that way. My folks were too scared to do anything.

 ""The next time my father went to the barber shop, the barber handed him a package and said: 'A fellow left it for you. He said you'd know why.' It had a new razor, a brush and a mug ornamented in gold with the emblem of my father's union in the Sanitation Department. That's how well they knew everybody's business.""

 Such memories prompted him to become a policeman in 1946, determined to fight criminal associations that could cow a community with fear and small gifts. He was appointed a detective in 1950 and a sergeant 10 years later. Although he kept that rank, he became supervisor of detectives in the growing investigations bureau, with a lieutenant's pay.

 Mr. Salerno's wife of 50 years, Frances McKnight Salerno, died in 1997. He is survived by three sons, James G. of Woodside, Francis D. of Eugene, Ore., and Ralph P. of Glen Head, N.Y.; two brothers, Michael, of Utica, N.Y., and John, of Ballston Spa, N.Y.; and four grandchildren.

 In his police career, he was close to the investigations of some of the mob's most notorious figures. His unit used informants and surveillance as well as court-authorized wiretaps, which he considered indispensable.

 Such eavesdropping, he said, could tell investigators whether a missing mobster had made himself scarce or had been killed, merely by the tenses used in a conversation.

 Mr. Salerno's work led to the arrest of many criminals with Italian names. In an interview in The New York Times when he was near retirement as a policeman, he recalled a murder trial when a defendant's brother reproached him for hurting his own kind.

 ""I told him, 'I'm not your kind, and you're not my kind,' "" Mr. Salerno said. "" 'My manner, morals and mores are not yours. The only thing we have in common is that we both spring from an Italian heritage and culture -- and you are the traitor to that heritage and culture, which I am proud to be part of.' ""","The New York Times                              October 21, 2003 Tuesday                               Late Edition - Final  Ralph Salerno, a Police Expert on the Mafia, Dies at 78"
"Richard C. Lee, the former mayor of New Haven whose urban renewal programs in the 1950's and 1960's earned national recognition and created a template for decades of future city revitalization projects, died on Sunday.",25506,2003-02-04 00:00:00,"Richard C. Lee, the former mayor of New Haven whose urban renewal programs in the 1950's and 1960's earned national recognition and created a template for decades of future city revitalization projects, died on Sunday. He was 86.

 Mr. Lee had suffered from diabetes and heart disease and was living most recently in a continuing care center near here.

 Mr. Lee, whose formal schooling ended when he graduated from Hillhouse High School in New Haven in 1934, was an intuitive, street-smart politician with a keen eye for public relations. He became the driving force behind many of the city's largest building projects.

 As mayor from 1954 to 1970, Mr. Lee, a Democrat, leveraged hundreds of millions of dollars from the state and federal governments to raze blighted city neighborhoods, feats documented in national magazines and newspapers.

 Under his leadership, a shopping center and a sports and music coliseum were built downtown, and a path was cleared for the construction of the Interstate highways that put his city at the crossroads of southern New England.

 ""More than any American mayor in that era, he made the best possible use of the federal and state laws that were then available for rebuilding a center city and improving the lives of its people,"" said Joel Cogen, executive director of the Connecticut Conference of Municipalities, an organization that Mr. Lee founded in 1966.

 ""He had the vision to see that there were many things that the cities and towns could do better together than they could do separately,"" Mr. Cogen added. ""He had the leadership skills to bring them together and make it happen.""

 Richard Charles Lee was born on March, 12, 1916. He grew up in a cold-water apartment in the working-class Newhallville neighborhood. His father, Frederick, worked at the Winchester Repeating Arms Company.

 After high school, Mr. Lee took a job as a reporter with The New Haven Journal-Courier after bluffing his way through an interview.

 ""The newspaper editor asked Lee if he could type,"" said Raymond Wolfinger, a political science professor at the University of California at Berkeley who spent a year working at City Hall near Mayor Lee in 1957 and 1958. ""He said yes, which was a complete lie. But that was a Friday, and between Friday and Monday he borrowed a typewriter and taught himself typing.""

 At 21 he became a member of the Democratic Party. Soon he was elected an alderman and helped draft the first budget for the city's Planning Commission. After winning three more terms and, in 1943, after a medical discharge from the Army because of ulcers, Mr. Lee was hired by Yale University, first to handle its wartime news digest and later to head its public relations bureau. It was there that he learned to connect with people from every walk of life.

 ""Dick was always perfectly comfortable with people who had greater educations than he,"" said Robert A. Dahl, a Sterling professor of political science emeritus at Yale and author of a 1963 book, ""Who Governs? Democracy and Power in the American City,"" which documented the changes Mr. Lee was making in New Haven. ""You never felt that he was manipulating you. He was, probably, but he was always listening.""

 Mr. Lee is survived by his wife, Ellen Griffin Lee; two daughters, Sarah A. Lee and Tara Lee Croke; and a son, David Lee.

 After two failed mayoral campaigns -- the second of which he lost by two votes -- Mr. Lee beat the Republican mayor in 1954 and kept the job for 16 years, still a New Haven record. But New Haven was a city that was losing its industrial job base and whose inner city was expanding because of an influx of Southern blacks.

 One of his first actions was to convene a committee of residents to come up with ways to reinvent New Haven, a northeastern city that despite Mr. Lee's emphasis on redevelopment has continued to struggle with more than its share of poverty and unemployment.

 ""We are taking the town out of the 18th century and projecting it into the 21st,"" he once told his constituents. And if Mayor Lee was anything, his friends said, he was a pragmatist who knew who to get to know and how to get things done.

 In 1957, John F. Kennedy, then in the Senate, traveled to New Haven to campaign for Mr. Lee. To shore up New Haven's large Italian electorate, the mayor brought in Rocky Marciano, the boxer. He won that election by a two-to-one margin.

 By the end of the 1950's, New Haven was receiving far more federal aid per capita than any other city in in the county, Professor Wolfinger said.","The New York Times                              February 4, 2003 Tuesday                               Late Edition - Final  Richard C. Lee, 86, Mayor Who Revitalized New Haven"
